a001@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a002@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a003@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a004@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a005@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a006@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a007@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a008@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a009@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a010@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a011@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a012@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a013@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a014@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a015@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a016@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a017@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a018@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a019@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
a020@sf.com,c5b7f190e05023e779c2b587326c05aa,addrId=5819,recId=6501,nationName="china",provinceName="shanghai",cityName="shanghaishi",regionName="xuhuiqu",detail="hongmeilu2007",recName="yanjinjin",mobile="8221063661",telephone="8221063661",certType="ID",certNo="142733198809103624"
